komentar,label,timestamp,emosi
take down will ini video take don i video,1,2025-03-20 01:28:00,sedih
kok bisa ngomong allhamdulillah yaa polisi nya kok ngomong ahamduliah y polisi,0,2025-03-22 07:50:00,marah
laparr aku lapar lapa aku,0,2025-03-24 03:14:00,takut
ngeri ya pdhl klo tertib bs makan kebagian it aduh ngeri tis makan bagi,0,2025-03-21 06:22:00,sedih
take down vidio ini take don vidio,1,2025-03-23 16:09:00,sedih
jarang mkn rendang jarang mkn rendang,0,2025-03-20 12:45:00,sedih
lahhh yg di wawancarai itu panitia nyo galo lah yg ncaratu panitia nyo galo,0,2025-03-22 21:25:00,sedih
panitia dio itu di wawancarai panitia dio di ncarai,1,2025-03-25 03:17:00,marah
mantap warga palembang mantap arga palembang,2,2025-03-21 23:16:00,marah
https www instagram com reel dhd syovlqg igsh a mxzdf otuxbzhr hps com rl dhdsyovlqg igsh,1,2025-03-24 05:38:00,sedih
ada yang bilang hidup palembang yang bilang hidualembang,0,2025-03-24 04:00:00,marah
klo saling berebut gitu brarti pembagian gak rata klo saling rebut gitu brarti bagi gak,0,2025-03-21 15:15:00,marah
gada pengalaman bukanya belajar dari yang berpengalaman bg gada alam buka ajar yang alam,1,2025-03-22 02:33:00,sedih
ngomong apa pa bilang aja klo bapa juga mau ahhah kota laparr ngomong a bilang aja klo bapa mau aah kota lapa,0,2025-03-22 14:58:00,sedih
malu in palembang maluin palembang,0,2025-03-21 18:42:00,sedih
boleh ngmong kasar ga sih ngmong kasar ga,0,2025-03-25 11:18:00,sedih
katanya sultan rendang ilang binggun masak lagi lah kek gak tau kota palembang aja kata sultan rendang ilang bun masak lah kek gak tau kota palembang,0,2025-03-21 17:49:00,takut
kek nggak pernah makan rendang aja kek nak pernah makan rendang aja,0,2025-03-24 16:33:00,sedih
yg terakhir miris banget hidup palembang yg akhir miris,0,2025-03-22 00:40:00,sedih
itu emak nempel mulu emak nempel,0,2025-03-24 20:01:00,takut
ya kalau emang niatnya di bagiin trus pada ngambil ngga etis banget dia bilang hilang kaya gitu ngga sih kalau emang niat bagn trus ngambil na etis banget bilang hilang kaya gitu na sih,0,2025-03-21 08:31:00,sedih
aduhhh willie please man aduh please man,0,2025-03-20 23:38:00,marah
nih termasuk jga aplasu nih masuk jga,0,2025-03-21 12:38:00,takut
hapus aja si vidio nya hapus aja si vidio,0,2025-03-20 02:19:00,takut
hapus woi budak kecik lolo hapus oi budaecik,0,2025-03-24 01:46:00,takut
ay tragedi ndok oi cacam kata kata tragedi ay tragedi ndok oi m tragedi,1,2025-03-24 02:44:00,marah
kek ngk pernah mkn rwndang orng itu bg kek ngk pernah mkn rndang orng bg,1,2025-03-27 18:40:00,marah
ditunggu willie surat penaggakanyo sdh di laoperke tunu surat penaakanyo sdh,1,2025-03-21 07:37:00,marah
maaf bg wil kok gw sbgai orng palembang malu ya mf bg il kok g sbgai orng palembang malu ya,1,2025-03-21 04:29:00,takut
rakyat udah pada kelaparan bos rakyat udah lapar,0,2025-03-22 11:10:00,sedih
warga sdh tidak sabar ngerasain rendang arga sdh sabar ngerasain rendang,2,2025-03-20 18:49:00,marah
bg willy mending lu bantu org palestine dah dijamin tertib klo gk slh di aceh juga prnh dibuat masak bgni kan sma youtuber jg aman terkendali pdhal dibilang aceh tu mayoritas pendaftan trndh dr pda yg laen tp liat sndri gmna kan mrka lbh sejahtera tertib bg iy mending lu bantu org palestine dah jamin klo gk slh aceh prnh buat masak bgni kan sma youtuber jg aman pdhal bilang aceh tu mayoritas pendaftan trndh dr pda yg laen tp liat sndri gmna kan mrka lbh sejahtera,2,2025-03-25 20:12:00,takut
bisa bisa nya inilah yg luar biasa ini yg luar,2,2025-03-22 06:40:00,takut
astaghfirullah palembang ribialpionita dinanblaptry astaghfiruah palembang,2,2025-03-24 17:37:00,marah
yg butuh malah nggak di bantu yg butuh malah nak,0,2025-03-25 08:49:00,takut
pdhl banyak yg ngawasi ngpo nian dk te aman samo daging pdhl banyak yg ngaasi ngpo nian dk te aman samo daging,2,2025-03-21 06:32:00,sedih
lebih mending orang papua lebih mending orang,0,2025-03-25 04:44:00,marah
kalo memang tulus minta maaf hapus video ini kalo memang tulus minta mf hapus video,0,2025-03-21 20:57:00,takut
kalo belum masak kan bisa dimasak lagi dirumah pak kalo beluasaan masak rumah,2,2025-03-21 13:17:00,sedih
take down aja vidionya take don aja,0,2025-03-21 22:29:00,marah
alhamdulillah ambil hikmah a aja ka willy alhamduliah ambil hikmah ka,2,2025-03-21 00:33:00,takut
cop bukan aku nian lah wil cop bukan aku nian lah il,0,2025-03-28 10:18:00,takut
cuma chef bobonsantoso yg bisa masak besar dengan baik dan gak ribut cuma chef yg masak besar baik gak,2,2025-03-20 08:32:00,marah
miris sekali dgn pernyataan polisi ini miriekali dgn pernyatn,0,2025-03-23 19:55:00,sedih
memang tujuankan mau berikan pada masyarakat palembang jadi tidak perlu dipersoalkan lagi tetap semangat tetap berbuat baik memang tujuankan mau ikan masyarakat jadi perlu soal tetap semangat tetap buat,2,2025-03-24 14:43:00,marah
toilet mana yg di datangi dak yakin aku klw willy galak masuk ke toilet di bkb toilet mana yg datang dak yakin aku kliy galak masue toilet bkb,0,2025-03-22 06:37:00,marah
kamu yg makan kami yg kebagian malu kamu yg makan yg bagi malu,0,2025-03-23 20:55:00,sedih
gara gara nila setitik rusak susu sebelanga gara gara nila sek rusak belanga,0,2025-03-22 20:19:00,takut
hapus video nya gak hapus video nya,0,2025-03-20 17:51:00,marah
toilet kah atau ke mobil toilet atau mobil,0,2025-03-24 22:44:00,marah
gara cari viewer rusak kota gara cari vieeusak,0,2025-03-22 14:40:00,sedih
itukan yg kenyang kenyang yng ga kebagian g kebagian itu yg yna bagi g,1,2025-03-20 00:02:00,marah
baru pertama kali ya makan daging orang palembang baru pertama kali makan daging orang,2,2025-03-22 06:06:00,sedih
dak mgkin wong palembang ini lah di omngi dilarang polisi masih tetap melawan dak mgkin ong palembang lah omngi larang polisi tetap,0,2025-03-28 22:10:00,marah
yang bikin statement polisinya yg bilang pak polisi aka saksinya yg dihujat willy bikin statement yg bilang pak polisi aka yg hujat iy,0,2025-03-20 05:32:00,sedih
makanan yg tadi nya halal jadinya haram mak yg tadi nya h jadi haram,0,2025-03-22 15:01:00,sedih
dlm hati willie moga viral deh makin cuan dlm hati moga viral deh makin,2,2025-03-27 20:03:00,marah
mending papua ngantri mending papua,0,2025-03-23 07:44:00,marah
tiba tiba x hidup palembang x hidualembang,1,2025-03-27 00:14:00,marah
ko dah aku follow ye aku tunggu thr ny ko dah aku foo ye aku tunu thr,2,2025-03-20 03:51:00,sedih
untung gue depok untunue depok,2,2025-03-28 19:48:00,takut
logika std aja ga sampe menit habis itu ga masuk akal dengan api yg masih panas dari urutan video jg bisa liat masa dari sore sampe jam malam daging baru dimasukin time management nya gimana ya please klo mau berbagi yg tulus tim nya bukan demi cuan semua dikontenin logika std aja ga sampe menit habis ga masuk akal api yg urut video jg liat masa dari sore sampe jam malam daging baru time management nya gimana please klo mau bagi yg tulus tim bukan cuan semua,0,2025-03-22 19:16:00,takut
masa iya ga ada yg koordinir sama sekali hmmmmmmmmmm masa iya gda yg krdinir sama sekali,0,2025-03-26 00:05:00,takut
the best kk wily the best,2,2025-03-22 06:29:00,sedih
di bayar brp ya oknuk baju coklat bayar brp oknuk baju,1,2025-03-28 13:10:00,marah
yakin hilang yakin hilang,0,2025-03-20 18:56:00,marah
gk mungkin kn orang sebanyak itu gk ada yg pernah makan daging pasti banyak yg pernah makan daging tp kok kyak gk pernah tau gimna rasa nya makan daging y gk mungkin kn orang banyak gk yg pernah makan banyak yg pernah makan tp koyak gk pernah tau gimna rasa nya makan,0,2025-03-22 18:00:00,marah
nyari viewer kah nyari vieer,1,2025-03-22 19:46:00,marah
si plaing drama si plaing,2,2025-03-22 00:51:00,marah
next ke papua bang willie di sana lebih membutuhkan next papua bang sana lebih,0,2025-03-20 17:52:00,takut
ai palembang ku ai palembang,2,2025-03-24 15:41:00,takut
yg terakhir hidup palembang yg akhir hidualembang,1,2025-03-22 21:45:00,marah
rakus gak sih belum masak loh itu rendang nya rakus gak sih beluasak loh rendang nya,0,2025-03-22 13:25:00,sedih
bapak yg terakhir hidup palembang bapak yg akhir hidualembang,1,2025-03-25 03:32:00,takut
jawa menghilang dari lane jaa hilang,0,2025-03-22 05:57:00,sedih
gak bisa dipercaya itu will jagain rendang aja gak bisa gak percaya jagain rendang aja gak,0,2025-03-20 09:05:00,takut
alah d bagi rata itusama pak polisi nya alah d rata itusama pak polisi nya,1,2025-03-20 15:43:00,takut
setingan apa beneran kak ting apa beneran,0,2025-03-20 06:43:00,takut
itu ambilnya pke ember panci drum mknya cepet abis ambil pkmber panci druknya cepet,2,2025-03-21 23:42:00,takut
lenyap hilang seketika gak tau kemana lenyap hilang ketika gak tau,0,2025-03-22 19:40:00,marah
klarifikasi la oyyy klarifikasi la,1,2025-03-26 06:00:00,marah
orang palembang tu gak segitu nya orang palembang tu gak segitu,0,2025-03-20 05:36:00,marah
pakpol jago rendang be dk pacak ckmno nak jago masyarakatnya pakpol jago rendang be dk pacak ckmno nak jago,2,2025-03-28 12:21:00,takut
tp alhamdulillah ya kita udah berusaha sebisa mungkin kocak tp alhamduliah kita udah usaha bisa,2,2025-03-20 06:31:00,marah
udsh sewa polisi fungsi nya buat jaga dari kerumunan masih kecolongan udsh sea polisi fungsi nya buat jaga kerumun colong,0,2025-03-28 08:33:00,takut
masih bobonsantoso yang terbaik yang baik,2,2025-03-22 06:50:00,marah
lihat la tatapan bg williy lihat la pan bg iiy,1,2025-03-22 04:03:00,marah
rendang hilang malah hidup palembang rendang hilang malaidualembang,0,2025-03-20 00:22:00,marah
polisi ga bisa jaga polisi ga jaga,0,2025-03-20 18:07:00,sedih
kesian yg belum pada kebagian soalnya yg ngambil pada banyak kesi yg bagi soal yg ngambil pada banyak,0,2025-03-21 03:00:00,marah
bobonsantoso gimana ko gimana ko,0,2025-03-27 05:01:00,takut
lbh respek sm org papua lbh respek sm org,2,2025-03-24 17:21:00,marah
emg gak ada tim yg jagain emak tim yg jagain,0,2025-03-22 00:19:00,marah
nyimak video yang ngambil masak iya kameran ikut ke toilet juga nyimak video masak iya kameran ikut toilet juga,1,2025-03-22 06:40:00,takut
ada yg percaya yg percaya,1,2025-03-22 21:05:00,marah
lapaaaaaar lapaaaaaaar laaaaaaaaaaaapar lapr lapar lpar,2,2025-03-28 02:44:00,takut
pasukan detik pasu detik,0,2025-03-21 02:59:00,sedih
kok kesannya kek bangga gitu ya mereka koesaya kek bana gitu mereka,0,2025-03-21 21:32:00,takut
oh video inii yg smlm diomongin wkwk video in yg smlm diomongin,0,2025-03-21 08:16:00,marah
ay ado nian kau nih wil nak keno ay ado nian kau nih il,0,2025-03-20 23:02:00,sedih
gua yang bukan orang palembang tapi kok jadi malu yahh gua bukan orang palembang kok jadi malu ya,0,2025-03-21 05:56:00,marah
setingan ter parah ini sampe nama baik kota palembang siap aja willie kami sebagai warga kota palembang merasa resah atas kejadian ini ting ter parah sampe nama baiota palembang siap aja bagai arga kota palembang rasa resah atas jadi,0,2025-03-20 20:57:00,marah
orang palembang sabar ya orang palembang sabar ya,0,2025-03-21 16:13:00,takut
gk yakin bisa hilang habis di ambil kalau gk di perintah gk yakin hilang habis ambil kalau gk,1,2025-03-22 03:28:00,sedih
dk masuk akal dk masuk,2,2025-03-21 09:05:00,marah
malu in kayak dak pernah mkn rendang in kayak dak pernah mkn,1,2025-03-20 14:11:00,marah
masa iya dr cree wilie ga ada video wrga rebutan masa iya dr cr ilie gda video rga,0,2025-03-21 19:17:00,sedih
ka wil tolongin kami kebanjiran di manado bismilah ribu ka il tolongin banjir manado bismilah,1,2025-03-20 18:28:00,marah
hmmm pernah kli ke palembang orang nya ramah dan baik sya gak percaya dengan kejadian ini apa lagi ada anggota petugas yng jaga dan team nya yg jaga masa iaa bisa masyarakat berani gtu aja tanda tanya besar sya gak percaya hm pernah kli palembang orang nya ramah baik sya gak percaya jadi apa adnota tugas yng jaga team nya yg jaga masa i masyarakat berani gtu aja tanda tanya besar sya gak percaya,2,2025-03-25 12:52:00,takut
tobat willie kau salahh bantu org sdm rendah gitu mending kau bantu org yang jelas aja tobat iie kau sala bantu org sdm rendah mending kau bantu org jelas,0,2025-03-20 23:55:00,marah
pak pol nya kebagian paling awal dan yg lain nyontoh pak pol nya bagi paling aal yg laiyontoh,1,2025-03-20 02:33:00,sedih
bang wili buat di daerah timur aja bang ili buat daerah timur,1,2025-03-21 20:55:00,takut
berbagi sangat lah boleh allah swt mengajarkan kita itu tapi kita harus tau bagaimana cara berbagi dengan cara yng benar supaya warga palembang bisa di atur dengan cara disiplin,2,2025-03-25 12:56:00,sedih
dengan ini saya selaku warga palembang sangat kecewa dengan sistem pembagian seperti itu tanpa ada konsep tanpa ada tema mangka nya warga palembang seperti itu bagi sangat lah aah st ajar itu harus tau bagaimana cara bagi cara yng benar arga palembang di atur cara disiplin ini selaku arga palembang sangat kecea sistem bagi seperttu tanpda konsep tanpda tengka nya arga palembang seperttu,0,2025-03-22 01:13:00,takut
brp org yg ambil coba brp org yg ambil,0,2025-03-22 17:03:00,sedih
kata yang ngambil sih mereka meringankan beban kak willy soalnya nunggu mateng rendang lama banget kata yaambil sih ringan beban kak iy soal nunu mateng rendang lama banget,2,2025-03-20 02:42:00,sedih
apa rasanya itu daging masih mentah di ambil apa rasa daging mentah ambil,0,2025-03-20 16:13:00,takut
bukan luar biasa tapi terkesan gragaaas bukan luar biasa kes gragas,2,2025-03-22 22:23:00,sedih
ada yg aneh tapi ini palembang yg aneh tapni,0,2025-03-22 14:46:00,sedih
gapernah makan rendang kah org palembang gapernah makan rendang org palembang,1,2025-03-22 04:16:00,marah
polisi jagain warga palembang aja gak becus gimana mau jaga seluruh warga di indonesia polisi jagain arga palembang aja gak becus gimana mau jaga seluruh arga dndonesia,0,2025-03-22 19:28:00,marah
sdh di kasih geratis pgi ambil diam lgiiiii parahhhhh sdh kasih gerat pgi ambil lgi parah,0,2025-03-25 12:28:00,takut
gimana carannya kan banyak orang di ssana gimana caraya kan banyak orang ana,0,2025-03-20 21:56:00,sedih
aku mundurin jadi orang palembang aku mundurin jadi orang palembang,0,2025-03-21 06:16:00,sedih
yg bener yg bener,2,2025-03-22 09:46:00,sedih
ga tau malu ga tau,0,2025-03-27 12:02:00,sedih
buat malu wong kito galo wahahhaa buat malu ong kito galo,0,2025-03-21 07:18:00,takut
mending ke tempat yng membutuhkan bang wiil mending tempat yng butuh bang,2,2025-03-21 07:11:00,sedih
salfok ibu itu siapa warga ap suape nempel amat salfok ibu siapa argp suape nempel,0,2025-03-22 19:17:00,sedih
spertinya willie senang menjadi objek hujatan netizen semakin di hujat semakin seneng dia spertinya senang jadi objek makin hujat makin sg,2,2025-03-22 13:38:00,sedih
tolong videonya di take down aja video take don aja,1,2025-03-20 00:04:00,sedih
bikin malu bikin malu,0,2025-03-22 20:59:00,marah
kayaknya perlu minta bantuan tim damkar buat mendampingimu bang kayak perlu minta bantu tim damkar buat damping,1,2025-03-20 23:39:00,marah
ini ngapo vedio belom di hapusssssss budak rai tahikkkk ngapo vedio bom hapus budak rai,0,2025-03-21 16:49:00,takut
ga risih itu emak emak nempel terus ga risih nempel terus,2,2025-03-21 04:37:00,marah
willy baik banget lohh iy baik banget lo,2,2025-03-21 12:32:00,takut
syarat berbagi rezeki,1,2025-03-22 00:19:00,marah
jangan di palembang syarat bagi rezeki ikhlas sabar jangan,2,2025-03-20 14:52:00,sedih
pak polisi nya ngapain liat aja gitu pak polisi nya ngapain liat aja,0,2025-03-27 10:05:00,sedih
kasian yg dk ikut ikut malah kena cap warga palembang kasi yg dk malah kena arga,0,2025-03-21 07:52:00,sedih
kenapa tulisannya tragedi rendang hilang keliatan banget mau menjelekkan dan dibuat viral tragedi rendang liat banget mau menjelean buat,0,2025-03-20 20:15:00,takut
aku sebgai orng plembng maluu nian lah aku sebgai orng plembng mal nian lah,0,2025-03-23 06:49:00,takut
miris sekali ya respek sama orang papua yg pedalaman jauh dari kota tapi punya adap dan sopan santun rela antrian panjang miriekali respek sama orang papua yg dalam jauh kopi punydap sopan santun relntrian,2,2025-03-27 22:59:00,sedih
untung ga sakit perut makan rendang mentah untuna sakit perut makan rendang,2,2025-03-20 19:27:00,marah
namany jg palembang namany jg palembang,2,2025-03-20 13:43:00,sedih
gimna tu ka wily gimna tu ka,2,2025-03-21 07:02:00,takut
lebih pantasss ke papua sii willl lebih pantas papua s il,0,2025-03-21 04:54:00,marah
krn orang yg itu seperti kebuluran spt ngk pernah makan sangking serakahnya lain x masak perton br cukup krn orang yg seperti spt ngk pernah makan sangking x masak ton br,0,2025-03-24 06:23:00,sedih
kayak ga mkan setahun kayak ga mkan,0,2025-03-21 23:14:00,takut
bisa nya bisa nya,1,2025-03-22 23:00:00,marah
lain kali dikawal damkar aja bang kali dikaal damkar aja,0,2025-03-27 19:10:00,sedih
anjir malu kali cok anjir malu kali,0,2025-03-27 20:05:00,marah
hapus dl video ini wil hapus dl video,1,2025-03-21 15:25:00,sedih
seting lagi seting lagi kurang serius aktingnya ting ting kurang serius akting,0,2025-03-22 03:26:00,takut
una una cak tu un cak tu,1,2025-03-28 02:37:00,marah
ke sini papua jgan ke stu bang willie sini papua jgan stu bang,1,2025-03-28 03:37:00,sedih
kyak tidak pernah makan rendang kyak pernah makan rendang,2,2025-03-24 05:59:00,sedih
damkar udh solusinya damkar udh,2,2025-03-22 22:37:00,takut
woi dio tuh sengajo sebenarnyo dio nyuruh ngabisin rendang menit dio puro puro ke toilet padahal dio makan di mobil oi dio tuh sengajo sebenarnyo dio nyuruh ngabisin rendang menit dio toilet padahal dio makan,0,2025-03-21 02:01:00,marah
nk malu ke nn oyy dah iyoooo nk o dah,0,2025-03-20 02:27:00,marah
ka willie mending bantu papua aja ka iie mending bantu papuja,1,2025-03-22 12:10:00,sedih
liat polisi jaga rendang aja gak bisa apalagi jaga ah sudahlah bikin malu liat polisi jaga rendang aja gak bispalagi ah sudah bikin,0,2025-03-21 19:34:00,sedih
main ke bengkulu aja weh main bengkulu aja,0,2025-03-21 21:04:00,marah
pasti ada yg video in ada yg video,0,2025-03-26 18:22:00,takut
gaada malu nya apa sama orang papua haduh orang papua juga ngerti cara nya ngantri gda malu nypa sama orang papua haduh orang papua ngerti cara nya,0,2025-03-20 12:14:00,marah
bilang hidup palembang bilang hidualembang,1,2025-03-20 13:36:00,marah
ko bisa ya secepat itu ko ya cepat,0,2025-03-21 11:00:00,marah
end hidup palembang lawak cik end hidualembang laak,1,2025-03-26 20:04:00,takut
pasti api nya besar api nya,2,2025-03-23 13:37:00,marah
lebih baik orang papua lebih baik orang papua,0,2025-03-27 10:44:00,marah
ko gada videonya pas lagi pada ngambilny ko gada video pas pada,1,2025-03-28 19:46:00,marah
do kaliren mesti do kaliren,1,2025-03-21 21:26:00,takut
aposlah wil gr kauni lah aposlah il gr kauni,0,2025-03-21 06:26:00,sedih
lagian team nya ga ngawasin lagi team nya ga,2,2025-03-24 08:05:00,sedih
saya bukan orang palembang malu banget liat ambil rendang sebanyak itu ya allah bukan orang palembang malu banget liat ambil rendang banyak yah,0,2025-03-22 19:12:00,sedih
primitiff gak pernah makan daging primiti gak pernah makan,0,2025-03-22 04:46:00,sedih
beda orang beda respect beda orang beda,0,2025-03-21 21:54:00,sedih
hahaha lucu bngt warga palembang nih ha lucu bngt arga palembang,2,2025-03-20 11:34:00,takut
cop kk aku warga palembang dk ekot ngambek rendang kk wili kmrn soal ny aku tedok cop aku arga palembang dk ekot ngambek rendang ili kmrn soal ny aku tedok,0,2025-03-20 12:04:00,marah
kok gaada yg kepikiran ngambil wajanya kok gda yg kepikiragambil aja,0,2025-03-26 18:29:00,sedih
hapus kali willie video ya biar enak aja hapus kali video biar enak,0,2025-03-22 17:53:00,sedih
wil pergi ko di pasar pancin il pergi ko pasar,1,2025-03-20 06:49:00,marah
wil perkiraan dong di pasar pancin il perkirn dong pasar,1,2025-03-21 08:46:00,sedih
sdm rendah gatau kondisi sdm rendah gatau,0,2025-03-22 16:37:00,marah
ya mungkin di masak lagi di rumah masing bang mungkin masak di rumah bang,1,2025-03-20 21:13:00,sedih
di kei gratis malah eeeee koyo wong ra tau mangan kei gratis malah koyo ong ra tau,0,2025-03-27 05:49:00,takut
kinerja polisiny perlu di ragukan nyagoi rendang sekuali bae lagi dk becus kerja polisiny perlu ragukayagoi rendang kuali bae dk becus,2,2025-03-22 14:16:00,sedih
banyak cerita lucu di bulan puasa banyak cerita lucu bulan,2,2025-03-21 00:10:00,takut
kasian willybsampe melongo gitu bisa bisa nya hilng rendang dlm sekejab gimana masyarakat di sana kasi iybsampe longo gitu nya hilng rendang dlm gimana masyarakat,2,2025-03-27 09:00:00,marah
bapak baju coklat klarifikasi kaya omongan bapak komplek yg kata diseting bapak baju coklat klarifikasi kaya omong bapak komplek yg kata ting,0,2025-03-20 22:43:00,takut
ternyataa cuma kontenn ternyat cuma konte,0,2025-03-23 21:01:00,sedih
woy wong kamu ini yg ngmbek rendang wili payo jgn nak malu ke wong palembang mano blom masak smpet yo di embek juga,0,2025-03-20 23:38:00,takut
oy ong kamu ini yg ngmbek rendang ili payo jgak malu ong palembang mano bloasak smpet yo embek,2,2025-03-20 17:02:00,marah
wil minta charger hp yang biasa bukan tepsi hehehe il minta charger hp biasa bukan tepsi,1,2025-03-20 19:14:00,sedih
harus nya masaknya gk di luar di masak di dlm klu udah matang baru dbagi jd gk berebut nya masak gk masak dlm kldah matang baru gk rebut,2,2025-03-22 05:19:00,takut
kameramen nya kemana smpe gk ada vidio nya pas pd ngambil yang sabar ya bang wili kamerameya smpe gk vidio nya pas pd sabar bang,2,2025-03-26 05:27:00,sedih
astaghfirullah ya alllah astaghfiruah ylah,0,2025-03-22 15:07:00,takut
semangat bang wiliii semangat bang,2,2025-03-21 13:19:00,marah
tombol di take down tombol take don,1,2025-03-21 11:47:00,marah
tandanya kalau la habis cepat itu tandanya barangnya masih sedikit utk ukuran wong palembang tanda kalau la habis cepat tanda barang sedikit utk ukur ong,0,2025-03-24 14:17:00,takut
tar dimasak lagi d rumah klu blm mateng tar masak d rumah klu blateng,1,2025-03-21 22:57:00,takut
lenyap seketika lenyap ketika,0,2025-03-24 09:10:00,takut
pak pol belum buko caknyo pak pol buko,1,2025-03-20 17:09:00,marah
take down video ini take don video,1,2025-03-22 18:32:00,marah
ke indramayu will indramayu i,1,2025-03-20 04:41:00,marah
coba ke lampung metro ko disini adem warganya coba lampung metro ko sini adem,2,2025-03-22 21:18:00,takut
malu maluin bae malu maluin,0,2025-03-22 07:49:00,sedih
gragas nian lur gragas nian,1,2025-03-21 16:41:00,sedih
di bayar wili brp kamu pak bayar ili brp kamu pak,1,2025-03-20 08:16:00,takut
cosplay miya cosplay miya,1,2025-03-22 15:01:00,takut
gas blocked gas blocked,0,2025-03-21 12:23:00,sedih
ko bisa ko bisa,1,2025-03-26 02:10:00,marah
salam wong pali sumses salam ong pali,1,2025-03-26 11:05:00,marah
wkwkwk semawo palembang ini k semao palembang,2,2025-03-22 09:56:00,takut
gatau malu gatau malu,0,2025-03-28 00:57:00,sedih
setingan ada sekrip nya ini ting sekrip nya,1,2025-03-20 13:18:00,marah
tau kan willi salim pahamlaa tau kan ii salim,1,2025-03-22 16:11:00,marah
ngemalu palembang bae ngemalu palembang,0,2025-03-28 05:30:00,sedih
diseting ya wil beda loh kagetnya ting il beda loh kaget,0,2025-03-22 07:11:00,takut
yampunnn pasti palembang itu jawa kan yampun palembang jaa,2,2025-03-20 06:28:00,marah
begitulah etika budaya dr negri yg sangat menjunjung sopan santun begitu etika budaya dr negri yg sangat meng sopan santun,2,2025-03-21 12:22:00,takut
saya orang palembang malu orang palembang malu,0,2025-03-21 13:49:00,takut
hrsnya masak trus di kemasih sndri lalu baru diibagu hrsnya masak trus masih sndri lalu baru,1,2025-03-23 09:18:00,sedih
emangnya rendangnya kmna kok bisa ngilang emang rendang kmna kok ngilang,0,2025-03-22 01:59:00,takut
iq orang palembang berapa ya iq orang palembang berapa,1,2025-03-25 18:54:00,marah
papua keren papua keren,1,2025-03-20 19:00:00,marah
bukan jawa ya bukan jaa ya,0,2025-03-22 10:17:00,marah
inilah yang luar biasa luar biasa sekalii ngomong gituu yaaa ini luar luar biasa sekal ngomonit,0,2025-03-25 05:23:00,marah
ado dk video rebutan dageng nyo ado dk video rebut dageng nyo,1,2025-03-21 05:19:00,sedih
kok masi ada yg bilang hidup palembang kok mas yg,0,2025-03-26 00:19:00,takut
tragedi hilang kok polisi jelasin pakai senyum tragedi hilang kok polisi jelasin pakai,0,2025-03-28 04:42:00,takut
papua aja will kasian papuja i,0,2025-03-20 05:59:00,marah
yg bikin belum nyoba sdh hilang yg bikin nyoba,2,2025-03-21 14:52:00,takut
hmmm ngga masuk akall na masuk,0,2025-03-23 05:28:00,takut
ini setinngan gak sih masak iya satu pun gak ada yang videoin pas lagi rebutan daging malah yang ada pas dagingnya habis ini kan aneh setigan gak sih masak iya satu gak videoin pas rebut malah yang ada pas daging,0,2025-03-22 15:08:00,sedih
mintak maaf dak kau mintak mf daau,0,2025-03-23 08:32:00,marah
bagus masak di papua lu bang lebih tau diri lagi dari pada bagus masak papua lu bang lebih tau diri dari,2,2025-03-24 20:43:00,sedih
kalo emang bener setingan sangat luar biasa mempermalukan daerah orang kalo emang bener ting sangat luar biasa malu daerah,0,2025-03-28 10:12:00,sedih
sudah lihat statement dr bobonsantoso blm nih yg selalu ngadain makan besar di beberapa kota di indonesia lihat statement dr blm nih yg selalu ngadain makan besar rapa kota,2,2025-03-23 03:07:00,marah
haha wong pembang lawak ong bang laak,0,2025-03-22 09:14:00,sedih
bang emank gk ada vidio kah yg pada ngambilin rendang coba d vidioin spya gk d blg setingan bang emank gk vidio yg ngambilin coba d vidioin spya gk d blg,0,2025-03-27 08:05:00,takut
masalahnya itu di etika dan adab apalagi beda jauh sama yg sebelah kecewa terlalu ber expetasi lebih masalah di etika adab beda jauh sama yg belah kecea terlalu ber expetasi lebih,0,2025-03-21 09:50:00,sedih
maaf ya ka willie kami malu mf ka iie malu,0,2025-03-21 12:20:00,marah
luar biasanya dari mana pak luar biasa mana pak,2,2025-03-22 07:24:00,takut
emang gk ada yg jgain yaa emank yg jgain,0,2025-03-28 02:24:00,takut
pak polisi ado nian apo kato bapak tu pak ado nian apo kato bapak tu,1,2025-03-28 23:52:00,sedih
neh willie ikak blm n n teraso perut bocor ye neh iie ikak blm teraso perut bocor,0,2025-03-20 19:00:00,sedih
definisi salah tempat definisi salah tempat,1,2025-03-26 07:46:00,takut
ada video waktu di ambil logika tak abis fikri video aktu ambil logika tak abis,0,2025-03-25 14:28:00,marah
parah ni orang parah ni orang,0,2025-03-21 10:40:00,marah
kak willy q butuh uwng bwt lbrn kak iy q butuh ung bt,1,2025-03-21 12:50:00,sedih
hidup palembang bapak mu hidualembang bapak,1,2025-03-22 08:41:00,marah
gue curiga sama penduduknya gue curiga sama,0,2025-03-22 23:40:00,sedih
yang kalian ambil itu halal gak kalian ambil h gak,0,2025-03-22 16:48:00,takut
yok bisa yok klarifikasi biar ga makin simpng siur yok yolarifikasi biar ga makin simpng,1,2025-03-26 08:31:00,sedih
panitia mano panita nyo panitia mano panita,1,2025-03-20 23:04:00,takut
warganya antusias banget yh arganyntusias banget yh,2,2025-03-23 00:32:00,sedih
ko malah bngga sih pakkk ko malah bna sih pak,0,2025-03-24 04:24:00,takut
mana buktinya pas pada ngambil mana bukti pas ngambil,0,2025-03-21 08:01:00,sedih
gak mungkin sebanyak itu belum menit habis gak mungkin banyak belum menit,0,2025-03-21 22:00:00,marah
